sp_cat,sp_key,scientific_name_dataset,common_name_dataset,worms_id,gbif_id,redlist_code,rl_score,suitability,suit_rl,pct_total
other,Fis-29416,Hexanchus nakamurai,Bigeyed sixgill shark,105834,NA,NT,0.4,57.18538118075079,22.874152472300317,4.573183634512644e-4
other,Fis-160439,Squalus edmundsi,Edmund's spurdog,398270,NA,NT,0.4,56.90188008815724,22.760752035262897,4.550511711544826e-4
other,Fis-23277,Sphyrna zygaena,Smooth hammerhead,105819,NA,VU,0.6,37.924533431450705,22.754720058870422,4.5493057505477906e-4
other,W-Scl-287702,Montipora crassituberculata,NA,287702,NA,EN,0.8,28.273644044698827,22.61891523575906,4.522154563403575e-4
other,W-Scl-207146,Montipora verrucosa,NA,207146,NA,VU,0.6,37.61524340734988,22.569146044409926,4.5122043083435713e-4
fish,Fis-23611,Lutjanus analis,Mutton snapper,159792,NA,NT,0.4,56.081435164507965,22.432574065803188,4.4848997453328246e-4
other,W-Scl-287698,Montipora capricornis,NA,287698,NA,EN,0.8,27.93304535637149,22.346436285097194,4.4676783908142293e-4
other,Fis-24127,Mobula thurstoni,Smoothtail mobula,217430,NA,EN,0.8,27.737843901456863,22.19027512116549,4.4364574010921523e-4
other,W-Scl-207016,Acropora cerealis,NA,207016,NA,EN,0.8,27.735992621627855,22.188794097302285,4.4361613029481127e-4
other,Fis-28563,Aetobatus ocellatus,Ocellated eagle ray,278243,NA,EN,0.8,27.639170241939052,22.111336193551242,4.4206752988993557e-4
other,W-Scl-430679,Seriatopora aculeata,club finger,430679,NA,EN,0.8,27.498983050847457,21.999186440677967,4.398253422719428e-4
other,W-Hol-210916,Thelenota ananas,prickly redfish,210916,NA,EN,0.8,27.354781704781704,21.883825363825366,4.3751895129478667e-4
other,W-Scl-207196,Alveopora fenestrata,flower coral,207196,NA,EN,0.8,27.101482937287834,21.68118634983027,4.334676299457734e-4
fish,Fis-24520,Coryphopterus personatus,Masked goby,276432,NA,VU,0.6,35.90257095158598,21.541542570951588,4.306757597551605e-4
other,W-Scl-207113,Acropora elseyi,bottlebrush coral,207113,NA,EN,0.8,26.898507655533304,21.518806124426646,4.302211945192212e-4
other,W-Scl-207139,Montipora venosa,NA,207139,NA,EN,0.8,26.78217868860254,21.425742950882032,4.2836060107102496e-4
other,W-Scl-207044,Acropora hyacinthus,brush coral,207044,NA,EN,0.8,26.68245707893585,21.345965663148682,4.2676562968526645e-4
other,W-Scl-207138,Montipora spumosa,NA,207138,NA,EN,0.8,26.6734927830754,21.338794226460323,4.2662225258336566e-4
other,SLB-131390,Holothuria lessoni,golden sandfish,529028,NA,EN,0.8,26.651599070930857,21.32127925674469,4.2627207929078347e-4
other,W-Scl-207072,Acropora valida,NA,207072,NA,EN,0.8,26.621716457917053,21.297373166333642,4.257941295981539e-4
other,W-Scl-207049,Acropora palmerae,NA,207049,NA,EN,0.8,26.57944381200195,21.263555049601564,4.251180107422686e-4
other,W-Scl-207174,Montipora flabellata,NA,207174,NA,NT,0.4,53.08214804063861,21.232859216255445,4.2450431507474085e-4
other,W-Scl-207186,Montipora informis,NA,207186,NA,EN,0.8,26.53866548828988,21.230932390631907,4.2446579243474885e-4
other,W-Scl-207097,Acropora gemmifera,NA,207097,NA,EN,0.8,26.53439953191282,21.227519625530256,4.2439756170344544e-4
other,W-Scl-207045,Acropora digitifera,NA,207045,NA,EN,0.8,26.456809565470984,21.165447652376788,4.2315656913713683e-4
other,W-Scl-207052,Acropora austera,stony coral colonies,207052,NA,EN,0.8,26.371699134199133,21.09735930735931,4.2179529244934673e-4
other,W-Scl-207015,Acropora pulchra,NA,207015,NA,EN,0.8,26.346105902119128,21.076884721695304,4.2138594814600944e-4
mollusk,W-Msc-445374,Haliotis walallensis,flat abalone,445374,NA,CR,1,21.01996563292693,21.01996563292693,4.202479761684154e-4
fish,Fis-29868,Coryphopterus hyalinus,Glass goby,276429,NA,VU,0.6,34.93350874697767,20.960105248186604,4.1905119944769716e-4
other,W-Scl-207055,Acropora samoensis,bula acropora coral,207055,NA,EN,0.8,26.12419687930243,20.899357503441948,4.1783668191557776e-4
other,W-Scl-207114,Acropora longicyathus,NA,207114,NA,EN,0.8,25.901313125470008,20.72105050037601,4.1427182560307567e-4
other,W-Scl-287913,Agaricia grahamae,Graham's sheet coral,287913,NA,NT,0.4,51.7747979426892,20.70991917707568,4.1404927927875094e-4
other,Fis-172355,Hypanus dipterurus,Diamond stingray,1042857,NA,VU,0.6,34.22731057452123,20.53638634471274,4.1057987200792924e-4
other,W-Scl-207039,Acropora latistella,NA,207039,NA,EN,0.8,25.669072164948453,20.535257731958765,4.1055730787847167e-4
other,Fis-23311,Triaenodon obesus,Whitetip reef shark,214557,NA,VU,0.6,34.22306494750708,20.53383896850425,4.1052894282398805e-4
other,Fis-52129,Bathyraja smirnovi,Golden skate,271535,NA,NT,0.4,51.16362427466151,20.465449709864604,4.0916165003022876e-4
other,Fis-15353,Bathyraja spinicauda,Spinytail skate,105868,NA,NT,0.4,51.144601297214805,20.457840518885924,4.090095209942012e-4
other,W-Scl-157965,Enallopsammia profunda,NA,157965,NA,NT,0.4,51.129512403763904,20.451804961505562,4.088888533005218e-4
other,Fis-23057,Carcharhinus hemiodon,Pondicherry shark,271322,NA,CR,1,20.407185628742514,20.407185628742514,4.079967878890407e-4
fish,Fis-23283,Stenotomus chrysops,Scup,159811,NA,NT,0.4,50.930189949147476,20.37207597965899,4.072948476847132e-4
other,W-Scl-288915,Porites stephensoni,NA,288915,NA,EN,0.8,25.448323223074283,20.358658578459426,4.070265962613748e-4
fish,Fis-30633,Sebastes caurinus,Copper rockfish,274780,NA,NT,0.4,50.8575622542595,20.3430249017038,4.0671403528333346e-4
mollusk,W-Msc-449966,Ifremeria nautilei,NA,449966,NA,EN,0.8,25.346743868045465,20.277395094436372,4.05401911649922e-4
fish,Fis-22841,Albula vulpes,Bonefish,212256,NA,NT,0.4,50.597979474021805,20.239191789608725,4.046381206039645e-4
mollusk,W-Msc-382205,Tridacna derasa,smooth giant clam,382205,NA,EN,0.8,25.152472089314195,20.121977671451358,4.022946821419702e-4
other,W-Scl-207074,Acropora loripes,bluetip coral,207074,NA,EN,0.8,25.09962751167305,20.07970200933844,4.014494732698728e-4
fish,Fis-30607,Scarus guacamaia,Rainbow parrotfish,276049,NA,NT,0.4,49.838527851458885,19.935411140583554,3.9856469473917733e-4
fish,Fis-134025,Stomias danae,NA,275179,NA,LC,0.2,99.4641262657797,19.89282525315594,3.9771328359430104e-4
other,W-Scl-207105,Acropora tenuis,NA,207105,NA,EN,0.8,24.817020119630232,19.853616095704187,3.969293827376528e-4
marine mammal,ITS-Mam-180514,Mesoplodon stejnegeri,Stejneger's beaked whale,NA,2440401,NT,0.4,49.47843638662223,19.791374554648893,3.9568500003413795e-4
other,W-Scl-207075,Acropora clathrata,table coral,207075,NA,EN,0.8,24.719332921556518,19.775466337245216,3.9536695021973343e-4
other,W-Scl-207201,Alveopora verrilliana,NA,207201,NA,EN,0.8,24.679063114607544,19.743250491686037,3.9472286525150724e-4
other,W-Scl-207008,Acropora paniculata,fuzzy table coral,207008,NA,EN,0.8,24.674335672380074,19.73946853790406,3.9464725340462826e-4
fish,Fis-26529,Bolinichthys longipes,Popeye lampfish,272650,NA,LC,0.2,98.19202607268193,19.638405214536387,3.926267145582855e-4
fish,Fis-22908,Merluccius productus,North Pacific hake,272458,NA,LC,0.2,98.08753207052787,19.617506414105577,3.9220888901381185e-4
fish,Fis-49863,Paralepis brevirostris,NA,126360,NA,LC,0.2,98.04683183885088,19.60936636777018,3.9204614669262507e-4
fish,Fis-34854,Idiacanthus fasciola,Ribbon sawtail fish,127354,NA,LC,0.2,98.02454981409024,19.60490996281805,3.919570506781584e-4
other,Fis-26932,Gymnura poecilura,Long-tailed butterfly ray,215611,NA,VU,0.6,32.64275733581742,19.58565440149045,3.915720780849952e-4
fish,Fis-27270,Eutaeniophorus festivus,Festive ribbonfish,126409,NA,LC,0.2,97.91100916329398,19.582201832658797,3.9150305156566485e-4
fish,Fis-28565,Parupeneus porphyreus,NA,218662,NA,NT,0.4,48.895552025417,19.5582208101668,3.910236037709014e-4
other,W-Scl-287713,Montipora hoffmeisteri,NA,287713,NA,VU,0.6,32.52265355767282,19.51359213460369,3.9013135157068396e-4
fish,Fis-30113,Hippocampus ingens,Pacific seahorse,275197,NA,VU,0.6,32.488423373759645,19.493054024255787,3.8972073723102447e-4
other,W-Scl-207000,Acropora robusta,green robusta,207000,NA,EN,0.8,24.34171316803774,19.47337053443019,3.8932720914883857e-4
fish,Fis-49220,Thunnus thynnus,Atlantic bluefin tuna,127029,NA,LC,0.2,97.04392008692646,19.408784017385294,3.8803594380854863e-4
fish,Fis-34793,Bathophilus schizochirus,NA,275049,NA,LC,0.2,96.83482709371128,19.366965418742257,3.871998729151497e-4
fish,Fis-26535,Triphoturus nigrescens,Highseas lampfish,217721,NA,LC,0.2,96.74038521713595,19.348077043427192,3.868222413986247e-4
other,Fis-172395,Pateobatis fai,Pink whipray,1043416,NA,VU,0.6,32.24581395348837,19.34748837209302,3.8681047221017154e-4
fish,Fis-52852,Scopelosaurus hoedti,Hoedt's waryfish,272084,NA,LC,0.2,96.47348819953768,19.29469763990754,3.857550376414943e-4
fish,Fis-163779,Hyporthodus nigritus,Warsaw grouper,475100,NA,NT,0.4,48.08922194415544,19.235688777662176,3.8457528524000757e-4
fish,Fis-28184,Bathophilus digitatus,NA,127330,NA,LC,0.2,96.09317999587638,19.218635999175277,3.8423435244438293e-4
fish,Fis-32345,Lampanyctus steinbecki,Longfin lampfish,272717,NA,LC,0.2,96.0901568634355,19.2180313726871,3.842222642677212e-4
fish,Fis-34834,Photonectes caerulescens,Bulbless dragonfish,275172,NA,LC,0.2,95.7067800859863,19.14135601719726,3.826893091939925e-4
fish,Fis-31105,Aristostomias lunifer,NA,127318,NA,LC,0.2,95.44389894427533,19.088779788855067,3.816381631578275e-4
fish,Fis-52866,Ahliesaurus brevis,NA,272078,NA,LC,0.2,95.32056646824562,19.064113293649125,3.811450108439518e-4
other,W-Scl-207192,Alveopora allingi,net coral,207192,NA,EN,0.8,23.79812036869691,19.03849629495753,3.8063285530365976e-4
fish,Fis-34846,Aristostomias grimaldii,NA,127317,NA,LC,0.2,94.88141135188097,18.976282270376196,3.79389022731515e-4
fish,Fis-24300,Protomyctophum crockeri,California flashlightfish,272731,NA,LC,0.2,94.7354562155542,18.94709124311084,3.7880541235151867e-4
fish,Fis-34830,Melanostomias melanops,NA,127363,NA,LC,0.2,94.57592724915757,18.915185449831515,3.781675261966203e-4
other,Fis-171720,Pseudobatos productus,Shovelnose guitarfish,1043469,NA,NT,0.4,47.28,18.912000000000003,3.7810384013412825e-4
fish,Fis-32353,Diaphus adenomus,Gilbert's large lantern fish,126587,NA,LC,0.2,94.52201496944109,18.90440299388822,3.7795195470771177e-4
fish,Fis-32339,Sudis atrox,Fierce pike smelt,158752,NA,LC,0.2,94.48748430049895,18.89749686009979,3.778138817537204e-4
fish,Fis-29866,Coryphopterus eidolon,Pallid goby,276426,NA,VU,0.6,31.465753424657535,18.87945205479452,3.7745311556397867e-4
fish,Fis-123959,Astronesthes luetkeni,NA,275031,NA,LC,0.2,94.35100267350808,18.870200534701617,3.7726815176986886e-4
other,W-Scl-207392,Lobophyllia hemprichii,largebrain root coral,207392,NA,EN,0.8,23.560082001682087,18.84806560134567,3.7682561246662246e-4
other,Fis-172361,Hypanus say,Bluntnose stingray,1042865,NA,NT,0.4,47.093291819983016,18.83731672799321,3.766107123877476e-4
other,Fis-23129,Galeocerdo cuvier,Tiger shark,105799,NA,NT,0.4,47.08230510871487,18.832922043485947,3.7652285033781244e-4
other,Fis-160440,Squalus grahami,Eastern longnose spurdog,398271,NA,NT,0.4,46.95363675031901,18.781454700127608,3.754938740177358e-4
other,W-Scl-288244,Acropora sarmentosa,blue sarmentosa,288244,NA,EN,0.8,23.44670139905169,18.757361119241352,3.750121758654687e-4
fish,Fis-139575,Nannobrachium lineatum,NA,126616,NA,LC,0.2,93.75645383838618,18.751290767677236,3.7489081253862033e-4
sea turtle,Rep-2777,Crocodylus acutus,American crocodyle,422566,NA,VU,0.6,31.21470588235294,18.728823529411763,3.744416295296639e-4
other,Fis-166734,Taeniurops meyeni,Round ribbontail ray,712972,NA,VU,0.6,31.207953109644812,18.724771865786888,3.7436062542774466e-4
fish,Fis-32334,Melanostomias valdiviae,Valdivia black dragon fish,127365,NA,LC,0.2,93.49288653397706,18.69857730679541,3.7383692283968954e-4
fish,Fis-27715,Masturus lanceolatus,Sharptail mola,127404,NA,LC,0.2,93.4775194706759,18.695503894135182,3.737754767139943e-4
fish,Fis-149908,Eustomias cryptobulbus,Hiddenbulb dragonfish,275081,NA,LC,0.2,93.32766382956748,18.665532765913497,3.7317626993132867e-4
other,W-Scl-207152,Montipora danae,poker star montipora,207152,NA,EN,0.8,23.32277043765483,18.658216350123865,3.730299942912019e-4
fish,Fis-32343,Lampadena urophaos,Sunbeam lampfish,126609,NA,LC,0.2,93.27723387536483,18.655446775072967,3.7297462273016744e-4
fish,Fis-33913,Astronesthes splendidus,Splendid snaggletooth,306683,NA,LC,0.2,93.27533989753674,18.655067979507347,3.729670495460522e-4
fish,Fis-50086,Diaphus fulgens,NA,217692,NA,LC,0.2,93.21240326569689,18.64248065313938,3.727153936430938e-4
other,W-Scl-288892,Porites branneri,blue crust coral,288892,NA,NT,0.4,46.58213002747059,18.632852010988238,3.725228901229677e-4
fish,Fis-34847,Aristostomias polydactylus,NA,158842,NA,LC,0.2,93.14375641535915,18.628751283071832,3.724409050884638e-4
fish,Fis-140932,Sigmops ebelingi,Ebeling's fangjaw,279335,NA,LC,0.2,93.13730693103538,18.627461386207077,3.724151164379805e-4
other,W-Scl-207190,Montipora millepora,NA,207190,NA,VU,0.6,31.0287825547747,18.61726953286482,3.722113527489581e-4
fish,Fis-34792,Bathophilus pawneei,Pawnee dragonfish,127332,NA,LC,0.2,93.08251680484841,18.616503360969684,3.7219603482722827e-4
fish,Fis-32351,Myctophum selenops,Wisner's lantern fish,1525496,NA,LC,0.2,93.00488005916156,18.600976011832312,3.718855996360299e-4
other,W-Scl-207182,Montipora foliosa,cabbage coral,207182,NA,EN,0.8,23.2089462129528,18.56715697036224,3.7120946229204254e-4
fish,Fis-34838,Photonectes mirabilis,Blueband dragonfish,275175,NA,LC,0.2,92.83477972745281,18.566955945490562,3.712054432419186e-4
fish,Fis-50030,Astronesthes trifibulatus,Triplethread snaggletooth,217622,NA,LC,0.2,92.74405449304754,18.54881089860951,3.708426729423659e-4
other,W-Scl-207144,Montipora aequituberculata,encrusting pore coral,207144,NA,EN,0.8,23.181036588344487,18.54482927067559,3.7076306905003297e-4
fish,Fis-64476,Omosudis lowii,Omosudid,272087,NA,LC,0.2,92.71923003789371,18.543846007578743,3.7074341086725063e-4
fish,Fis-56464,Linophryne indica,Headlight angler,272594,NA,LC,0.2,92.7132857719747,18.54265715439494,3.707196423629068e-4
fish,Fis-33933,Stemonosudis rothschildi,Rothschild's barracudina,158751,NA,LC,0.2,92.68861518797975,18.53772303759595,3.7062099555086315e-4
fish,Fis-31463,Cheilinus undulatus,Humphead wrasse,218945,NA,EN,0.8,23.141661402400505,18.513329121920403,3.7013329286511695e-4
other,Fis-23149,Heptranchias perlo,Sharpnose sevengill shark,105832,NA,NT,0.4,46.2153412638691,18.48613650554764,3.695896363151045e-4
other,Fis-23058,Carcharhinus isodon,Finetooth shark,105791,NA,NT,0.4,46.18670274449169,18.474681097796676,3.6936061063506313e-4
fish,Fis-26569,Cheilopogon atrisignis,Glider flyingfish,217863,NA,LC,0.2,92.265232554319,18.4530465108638,3.6892807465795677e-4
fish,Fis-163398,Kajikia audax,Striped marlin,712907,NA,LC,0.2,92.20298234936092,18.440596469872187,3.686791634741181e-4
fish,Fis-53495,Scopelogadus mizolepis,Ragged bigscale,127279,NA,LC,0.2,92.16408999475989,18.43281799895198,3.685236500580171e-4
fish,Fis-50075,Stemonosudis macrura,NA,220334,NA,LC,0.2,92.1396664447376,18.42793328894752,3.6842599102615233e-4
fish,Fis-27740,Diaphus lucidus,Spotlight lanternfish,126593,NA,LC,0.2,92.04290273894648,18.408580547789295,3.6803907553603773e-4
fish,Fis-32357,Diaphus fragilis,Fragile lantern fish,158887,NA,LC,0.2,92.02794777030239,18.40558955406048,3.679792771955829e-4
fish,Fis-49936,Scopelarchus michaelsarsi,Bigfin pearleye,126368,NA,LC,0.2,91.99994192254255,18.39998838450851,3.6786729413102907e-4
fish,Fis-62407,Myctophum lychnobium,NA,272723,NA,LC,0.2,91.94917777366408,18.389835554732816,3.676643106323817e-4
fish,Fis-29291,Argyropelecus affinis,Pacific hatchet fish,127307,NA,LC,0.2,91.94595026588387,18.389190053176772,3.67651405248649e-4
fish,Fis-34823,Grammatostomias circularis,NA,127352,NA,LC,0.2,91.94521652266873,18.389043304533747,3.67648471332328e-4
fish,Fis-35155,Diaphus mollis,Soft lanternfish,126595,NA,LC,0.2,91.8370890686528,18.36741781373056,3.672161172123265e-4
fish,Fis-47814,Poromitra oscitans,Yawning,274939,NA,LC,0.2,91.69224111980735,18.33844822396147,3.6663693398798194e-4
fish,Fis-139727,Dolicholagus longirostris,Longsnout blacksmelt,126720,NA,LC,0.2,91.65578816246675,18.33115763249335,3.6649117464835924e-4
fish,Fis-34817,Eustomias schmidti,Schmidt's dragonfish,127348,NA,LC,0.2,91.62500135101543,18.325000270203088,3.6636807173343506e-4
fish,Fis-26373,Taaningichthys bathyphilus,Deepwater lanternfish,126631,NA,LC,0.2,91.56025899317859,18.312051798635718,3.661091955266092e-4
fish,Fis-30987,Myctophum nitidulum,Pearly lanternfish,126626,NA,LC,0.2,91.55827751999833,18.311655503999667,3.661012724870727e-4
fish,Fis-33789,Diplophos taenia,Pacific portholefish,127292,NA,LC,0.2,91.55628446345621,18.311256892691244,3.660933031307679e-4
fish,Fis-139478,Ichthyococcus irregularis,Bulldog lightfish,274954,NA,LC,0.2,91.47366594962182,18.294733189924365,3.657629480403813e-4
fish,Fis-34805,Eustomias enbarbatus,Barbate dragonfish,158854,NA,LC,0.2,91.42711890389958,18.28542378077992,3.655768268820218e-4
fish,Fis-33796,Sternoptyx pseudobscura,Highlight hatchetfish,127315,NA,LC,0.2,91.2644172371219,18.25288344742438,3.6492625449406846e-4
fish,Fis-26357,Ceratoscopelus warmingii,Warming's lantern fish,126586,NA,LC,0.2,91.26337102689486,18.252674205378973,3.649220711596307e-4
fish,Fis-34790,Bathophilus brevis,NA,127329,NA,LC,0.2,91.17393326188443,18.234786652376886,3.6456444888379044e-4
fish,Fis-26644,Cheilopogon cyanopterus,Margined flyingfish,217862,NA,LC,0.2,91.03810906393292,18.207621812786584,3.640213476694439e-4
fish,Fis-34818,Eustomias simplex,NA,127349,NA,LC,0.2,91.0304417770078,18.20608835540156,3.6399068956210676e-4
fish,Fis-30041,Gempylus serpens,Snake mackerel,126862,NA,LC,0.2,90.9680564765872,18.19361129531744,3.6374123819094613e-4
fish,Fis-34806,Eustomias fissibarbis,NA,158855,NA,LC,0.2,90.77480735855606,18.154961471711214,3.6296851998419803e-4
fish,Fis-55581,Ichthyococcus intermedius,Intermediate lightfish,274953,NA,LC,0.2,90.7624221697943,18.15248443395886,3.6291899706296696e-4
other,W-Scl-207125,Astreopora listeri,starflower coral,207125,NA,EN,0.8,22.682664169495492,18.146131335596394,3.6279198083583085e-4
mollusk,W-Msc-342372,Neoteuthis thielei,Thiele<92>s neosquid,342372,NA,LC,0.2,90.72282056995716,18.144564113991432,3.627606476871857e-4
fish,Fis-161724,Pseudoscopelus bothrorrhinos,NA,398597,NA,LC,0.2,90.71713744674136,18.143427489348273,3.627379233776272e-4
fish,Fis-34841,Photonectes phyllopogon,NA,275177,NA,LC,0.2,90.67097047770841,18.134194095541684,3.625533219787407e-4
fish,Fis-34595,Maulisia argipalla,Palegold searsid,126741,NA,LC,0.2,90.59519088757158,18.119038177514316,3.622503127355667e-4
fish,Fis-50410,Chaenophryne draco,Smooth dreamer,126559,NA,LC,0.2,90.45757113224532,18.091514226449064,3.617000318771998e-4
fish,Fis-164253,Kajikia albida,Atlantic white marlin,712906,NA,LC,0.2,90.42169150788456,18.084338301576913,3.6155656504393657e-4
other,Fis-23044,Carcharhinus albimarginatus,Silvertip shark,217352,NA,VU,0.6,30.12568620909284,18.075411725455705,3.613780977897763e-4
other,W-Scl-287108,Madracis formosa,eight-ray finger coral,287108,NA,NT,0.4,45.164206822402505,18.065682728961004,3.611835879052957e-4
other,W-Scl-291119,Stephanocoenia intersepta,NA,291119,2259444,NT,0.4,45.14708173100326,18.058832692401307,3.610466364919983e-4
fish,Fis-49902,Evermannella indica,Indian sabretooth,126339,NA,LC,0.2,90.08082755614421,18.016165511228845,3.601936000575119e-4
